Título;Classificação;URL
Documentos referentes à visita do presidente norte-americano Ronald Reagan, ao Brasil, ocorrida entre 30 de novembro de 1982 e 03 de dezembro de 1982, durante a gestão de Azeredo da Silveira como embaixador brasileiro em Washington. O dossiê é constituído de telegramas sobre a própria visita e sobre os diversos assuntos tratados nessa ocasião, entre os quais as providências burocráticas para realização da visita e as relações entre Brasil e Estados Unidos, com destaque para a questão financeira e comercial. Há também documentos de datas anteriores a visita, que se caracterizam como subsídios para as conversações entre Ronald Reagan e João Batista Figueiredo e documentos relativos às relações dos Estados Unidos com outros países, tais como Caribe, Guiana, Suriname, países do Cone Sul, da África Meridional, do Oriente Médio e da Europa. Inclui ainda documentação sobre energia nuclear, destacando-se a questão da não proliferação e do desarmamento, além de informações sobre a cooperação aeroespacial entre Brasil e Estados Unidos, e artigos de jornais norte-americanos e brasileiros sobre a visita do presidente ao Brasil, bem como de sua passagem por outros países da América Latina.;AAS ew 1982.10.23;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-visita-do-presidente-norte-americano-ronald-reagan-ao-brasil-ocorrida-entre-30-de-novembro-de-1982-e-03-de-dezembro-de-198
"Documentos referentes às relações diplomáticas entre o Brasil e o Suriname em 1983, das quais Azeredo da Silveira participou como embaixador brasileiro em Washington. O dossiê é constituído de telegramas e Fac-Simile que tratam de uma possível cooperação entre Brasil e Suriname. Inclui informações sobre a missão diplomática do Suriname ao Brasil para formular o pedido de ajuda no campo econômico e militar e sobre missão diplomática brasileira para avaliar a conjuntura interna e discutir o nível de cooperação que se poderia estabelecer. Há também informações sobre a suspensão da ajuda norte-americana e canadense ao Suriname por conta da influência cubana no país; sobre conflito ocorrido em dezembro de 1982, que decorreu na morte de oito cidadãos; e orientações de Azeredo da Silveira contribuindo para a atuação do Brasil. Nesta questão, inclui ainda, reprodução de notícias de jornal sobre a situação no Suriname.";AAS ew 1983.01.20;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-diplomaticas-entre-o-brasil-e-o-suriname-em-1983-das-quais-azeredo-da-silveira-participou-como-embaixador-brasil
Documentos sobre a visita do ministro da Aeronáutica, Délio Jardim de Mattos, aos Estados Unidos em março de 1983. O dossiê é constituído de telegramas de Azeredo da Silveira, como embaixador brasileiro em Washington, ao Ministério das Relações Exteriores sobre as atividades desenvolvidas durante a visita e sobre as conversações no âmbito da cooperação científica e tecnológica entre Brasil e Estados Unidos, mais precisamente na área da aeronáutica. Inclui ainda o programa da visita, assim como entrevista concedida e discurso proferido pelo ministro Délio Jardim Mattos, na ocasião.;AAS ew 1983.03.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-sobre-a-visita-do-ministro-da-aeronautica-delio-jardim-de-mattos-aos-estados-unidos-em-marco-de-1983-o-dossie-e-constituido-de-telegram
Documentos sobre a transferência de Azeredo da Silveira da Embaixada em Washington para a Embaixada em Lisboa. O dossiê é constituído de telegramas incluindo o pedido de remoção feito pelo titular, a concessão pelo Ministério das Relações Exteriores, felicitações e agradecimentos. Há também telegramas referentes à transporte de bagagem, passagens e férias de Azeredo da Silveira, assim como cartão dos amigos e colaboradores da Embaixada, em Washington.;AAS ew 1983.04.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-sobre-a-transferencia-de-azeredo-da-silveira-da-embaixada-em-washington-para-a-embaixada-em-lisboa-o-dossie-e-constituido-de-telegramas
Documentos referentes à burocracia e administração da Embaixada do Brasil em Lisboa, no período em que Dário Castro Alves foi embaixador (1979 a maio de 1983). Inclui relatórios da Embaixada nos anos de 1981 e 1982, relação de acordos vigentes e relatório sobre economia portuguesa e seu intercâmbio econômico comercial com o Brasil. Inclui, ainda, vários telegramas trocados entre o embaixador e o Ministério das Relações Exteriores, sobre assuntos relacionados à política e à economia, destacando-se os que se referem à Feira Internacional de Lisboa, à adesão de Portugal à Comunidade Econômica Européia (CEE), ao Congresso Internacional Socialista, à greve dos ferroviários e à política externa portuguesa.;AAS ep 1980.04.00;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-burocracia-e-administracao-da-embaixada-do-brasil-em-lisboa-no-periodo-em-que-dario-castro-alves-foi-embaixador-1979-a-mai
Documentos referentes à transferência de Azeredo da Silveira da Embaixada em Washington para a de Lisboa, tratando da mudança de chefia da Embaixada e informando sobre a residência e chancelaria da Embaixada do Brasil em Lisboa. Inclui ainda telegramas que transmitem ao embaixador votos de feliz estadia em Portugal e notas preparadas por Azeredo da Silveira por ocasião de sua apresentação à Comissão das Relações Exteriores do Senado Federal.;AAS ep 1983.05.16;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-transferencia-de-azeredo-da-silveira-da-embaixada-em-washington-para-a-de-lisboa-tratando-da-mudanca-de-chefia-da-embaixad
"Documentos sobre assuntos diversos relativos à gestão de Azeredo da Silveira na Embaixada do Brasil em Lisboa, informando sobre as relações comerciais entre o Brasil e Portugal, especificamente no setor da indústria naval e sobre a política interna e externa e a economia de Portugal. O dossiê inclui, ainda, acordos firmados entre Brasil e Portugal em períodos anteriores; cópia da palestra proferida pelo titular no Instituto Nacional Superior de Guerra, em Lisboa; e documentos sobe viagens de autoridades brasileiras a Portugal e viagem de Azeredo da Silveira à Funcha.";AAS ep 1983.05.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-sobre-assuntos-diversos-relativos-a-gestao-de-azeredo-da-silveira-na-embaixada-do-brasil-em-lisboa-informando-sobre-as-relacoes-comerci
Telegramas de felicitações pelo aniversário de Azeredo da Silveira nos anos de 1983 a 1985, período em que atuava como embaixador brasileiro, em Lisboa.;AAS ep 1983.09.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/telegramas-de-felicitacoes-pelo-aniversario-de-azeredo-da-silveira-nos-anos-de-1983-a-1985-periodo-em-que-atuava-como-embaixador-brasileiro-em-lis
"Documentos referentes à burocracia e administração da Embaixada Brasileira em Lisboa, no período em que Azeredo da Silveira foi embaixador nesta Embaixada. Contém recibos médicos e dentários, e pedidos de reembolso de despesas do titular e de seus familiares; documentos sobre custos e cotenção de despesas; notas fiscais de aquisições feitas pela Embaixada, além de um quadro de acesso e promoções de funcionários da Embaixada e telegramas enviados à Secretaria de Estado do Ministério das Relações Exteriores, pedindo ingresso de funcionários indicados pelo titular. O dossiê inclui ainda relatórios anuais da Embaixada nesse período.";AAS ep 1983.10.17;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-burocracia-e-administracao-da-embaixada-brasileira-em-lisboa-no-periodo-em-que-azeredo-da-silveira-foi-embaixador-nesta-em
"Documentos referentes às atividades culturais da Embaixada Brasileira em Lisboa, no período da gestão de Azeredo da Silveira nesta Embaixada. Tratam do projeto cinematográfico do longa-metragem ""O Judeu"", apoiado pelos governos da França e de Portugal; da abertura da exposição comemorativa dos ""50 Anos de Casa Grande e Senzala""; de listas de convidados para a homenagem a Jorge Amado e para o colóquio luso-brasileiro de professores universitários de Literatura, acompanhadas de duas notícias de jornais portugueses que trataram do assunto, entre outros.";AAS ep 1984.02.04;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-atividades-culturais-da-embaixada-brasileira-em-lisboa-no-periodo-da-gestao-de-azeredo-da-silveira-nesta-embaixada-tratam
Documentos referentes ao período em que Azeredo da Silveira atuava como embaixador brasileiro em Lisboa, sobre reestruturação do Ministério das Relações Exteriores. Tratam da necessidade de modernização dos processos de seleção e formação de funcionários do Itamaraty e do novo regimento interno desta instituição, publicado no Diário Oficial, que tem como anexo um telegrama do Ministério das Relações Exteriores sobre a Organização-Geral e sobre a Secretaria de Estado das Relações Exetriores.;AAS ep 1984.02.00;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-ao-periodo-em-que-azeredo-da-silveira-atuava-como-embaixador-brasileiro-em-lisboa-sobre-reestruturacao-do-ministerio-das-rel
Documentos referentes às comemorações do Dia da Pátria nos anos de 1984 e 1985, período em que Azeredo da Silveira atuava com embaixador brasileiro em Lisboa. O dossiê é constituído de telegramas e cartas de felicitações enviados à Embaixada, além de discursos e mensagens proferidas pelo titular por ocasião das comemorações da data nacional brasileira. Inclui ainda texto de entrevista concedida à Radiodifusão Portuguesa (RDP).;AAS ep 1984.08.20;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-comemoracoes-do-dia-da-patria-nos-anos-de-1984-e-1985-periodo-em-que-azeredo-da-silveira-atuava-com-embaixador-brasileiro
Correspondência enviadas à Embaixada do Brasil em Lisboa, no período em Azeredo da Silveira atuava como embaixador nesta Embaixada, manifestando o pesar pela doença e morte do presidente eleito brasileiro Tancredo Neves.;AAS ep 1985.04.19;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/correspondencia-enviadas-a-embaixada-do-brasil-em-lisboa-no-periodo-em-azeredo-da-silveira-atuava-como-embaixador-nesta-embaixada-manifestando-o-p
Correspondência recebida por Azeredo da Silveira no período em que atuava como embaixador brasileiro em Lisboa, contendo pedidos de empregos, felicitando-o por datas comemorativas e por ocasião de sua despedida de Portugal.;AAS ep 1985.11.19;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/correspondencia-recebida-por-azeredo-da-silveira-no-periodo-em-que-atuava-como-embaixador-brasileiro-em-lisboa-contendo-pedidos-de-empregos-felici
"Documentos referentes à visita do presidente eleito, Tancredo Neves, à Portugal durante o período em que Azeredo da Silveira atuava como embaixador brasileiro em Lisboa. Inclui telegramas de felicitações enviados à Embaixada pela eleição de Tancredo; documentos sobre preparativos para a recepção em Lisboa; listas de convidados para as atividades e cobertura da imprensa acerca da visita. Destacam-se o pronunciamento de Azeredo da Silveira por ocasião da vitória de Tancredo Neves; o discurso de Tancredo Neves ao receber o título de Doutor Honoris Causa pela Universidade de Coimbra; e o relatório elaborado pela Embaixada sobre a visita. Inclui ainda, telegramas enviados pelo titular felicitando os novos Ministros do presidente eleito e o primeiro discurso de Tancredo Neves, como presidente eleito, ao povo brasileiro.";AAS ep 1985.01.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-visita-do-presidente-eleito-tancredo-neves-a-portugal-durante-o-periodo-em-que-azeredo-da-silveira-atuava-como-embaixador-
"Documentos referentes às relações entre Brasil e Estados Unidos, no âmbito econômico, comercial e cultural, durante a gestão de Azeredo da Silveira como embaixador brasileiro em Washington. O dossiê é constituído de relatórios e agendas do embaixador, além de correspondência trocada entre a Embaixada e o Ministério das Relações Exteriores abordando,entre outras, as seguintes questões: os acordos com o Fundo Monetário Internacional (FMI); a questão dos direitos compensatórios e do comércio de produtos de base; formação e atividades dos grupos de trabalho Brasil-Estados Unidos para assuntos econômicos, para cooperação científica e tecnológica, espacial, industrial-militar e nuclear. Inclui ainda documentos sobre as conversações entre a equipe de Planejamento Político do Itamaraty e o Departamento de Estado norte-americano, além de informações sobre visitas de autoridades norte-americanas ao Brasil e vice-versa.";AAS ew 1979.03.19;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-entre-brasil-e-estados-unidos-no-ambito-economico-comercial-e-cultural-durante-a-gestao-de-azeredo-da-silveira-c
Documentos referentes às relações sociais de Azeredo da Silveira como embaixador brasileiro em Washington. O dossiê é constituído por telegramas, cartas e cartões, recebidos e enviados pelo titular, incluindo felicitações por datas especiais e mudança de cargo, agradecimentos por recebimento de flores, condolências e convites para almoços, jantares, recepções e eventos culturais. Há também listas de convidados, listas de endereços e telefones e outros documentos relativos às recepções oferecidas por Azeredo da Silveira, como o jantar oferecido ao casal Kissinger e a recepção pelo dia da pátria brasileira. Inclui ainda, cópias de convites recebidos por Azeredo da Silveira com anotações manuscritas sobre aceitação e recusa, além de documentação sobre os clubes frequentados pelo titular nos Estados Unidos, com cópias de pagamentos, recibos e programação das atividades.;AAS ew 1979.03.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-sociais-de-azeredo-da-silveira-como-embaixador-brasileiro-em-washington-o-dossie-e-constituido-por-telegramas-ca
"Documentos referentes aos assuntos administrativos da Embaixada Brasileira em Washington no período em que Azeredo da Silveira atuava como embaixador nesta Embaixada. O dossiê é constituído de telegramas trocados entre a embaixada e o Ministério das Relações Exteriores, tratando de nomeações, remoções, promoções e transferência de cargo, pedidos de ""agrement"", autorização de despesas e de ajudas de custo, licença e férias de funcionários, substituição de equipamentos, liberação de verbas, entre outros. Há também listas telefônicas, relatórios de orçamentos, inventário histórico da residência e balanços de pagamentos.";AAS ew 1979.03.00;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-aos-assuntos-administrativos-da-embaixada-brasileira-em-washington-no-periodo-em-que-azeredo-da-silveira-atuava-como-embaixa
"Documentos referentes à Organização dos Estados Americanos (OEA) recebidos por Azeredo da Silveira como embaixador brasileiro em Washington. Tratam-se, principalmente, de Informativos da OEA que resultam da compilação das notícias do ""The Associated Press, United Press International, Latin, EFE, Agence France Presse, ANSA e CANA"", tratando de diversos assuntos diretamente relacionados às atividades da OEA tais como os trabalhos das Assembléias Gerais, das comissões, dos grupos de trabalho e dos processos eleitorais para preenchimento dos cargos das secretarias desta organização. Tratam também de outros assuntos que não estão diretamente relacionados às atividades da OEA, mas aos seus países membros, tais como: crise política na Nicarágua, Argentina e outros países; relações diplomáticas; relações comerciais; visitas presidenciais, de embaixadores e parlamentares; e acordo com o Fundo Monetário Internacional (FMI). Destacam-se, temas relativos ao Brasil, incluindo relação do Brasil com EUA e Argentina, candidatura brasileira à Assembléia Geral da OEA; conversações entre o chanceler designado da Argentina, Oscar Camilión, e o ministro das Relações Exteriores brasileiro, Saraiva Guerreiro; e a greve em São Paulo em 1981, entre outros. Além dos informativos, há telgramas sobre a situação de crise na Nicarágua, a qual resultou numa sessão especial na XVII Reunião de Consulta.";AAS ew 1979.06.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-organizacao-dos-estados-americanos-oea-recebidos-por-azeredo-da-silveira-como-embaixador-brasileiro-em-washington-tratam-s
"Documentos referentes à atuação de Azeredo da Silveira nas discussões entre Brasil, Argentina, Bolívia, Uruguai e Paraguai sobre o aproveitamento dos recursos naturais da Bacia do Prata. A documentação abrange, principalmente, as negociações e resoluções dos países citados, integrantes do Comitê Intergovernamental da Bacia do Prata (CIC), no qual Azeredo da Silveira atuou como representante do Brasil. Também compõem o dossiê documentos referentes às reuniões de chanceleres dos países da Bacia do Prata. Destaque para a ata final da I Reunião Extraordinária e III Reunião Ordinária dos países da Bacia do Prata (abril de 1969); para o Tratado da Bacia do Prata (23/04/1969); para a construção da Hidrelétrica Itaipu e para a viagem do presidente Lanusse ao Brasil. Inclui informações sobre as divergências entre Brasil e Argentina, quanto ao uso dos recursos da Bacia. ";AAS eba 1969.01.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-nas-discussoes-entre-brasil-argentina-bolivia-uruguai-e-paraguai-sobre-o-aproveitamento-dos
Cartas enviadas por crianças brasileiras ao embaixador brasileiro em Washington, Azeredo da Silveira, solicitando o envio de selos norte-americanos.;AAS ew 1981.06.23;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/cartas-enviadas-por-criancas-brasileiras-ao-embaixador-brasileiro-em-washington-azeredo-da-silveira-solicitando-o-envio-de-selos-norte-americanos
"Correspondência entre Azeredo da Silveira e amigos, parentes, políticos nacionais e estrangeiros, embaixadores, funcionários do Itamaraty, empresários, instituições e outras personalidades. A documentação trata dos mais variados assuntos entre os quais estão os de caráter pessoal e familiar; os burocráticos administrativos, tais como remoção e promoção de cargo, liberação de verba, transferência de função entre outros; os pedidos diversos, as felicitações e agradecimentos por aniversários, promoção de cargo, casamentos entre outros; os pêsames e condolências; e ainda os comentários sobre assuntos políticos brasileiros, conjuntura internacional, e sobre o cotidiano em diversos países. Há também uma quantitade considerável de correspondência enviando à Azeredo da Silveira recortes de jornal e revista, textos, artigos e fotografias. São 4487 correspondentes entre os quis destacam-se os seguintes: Adolpho C. S. Benevides (XXX/63), Afonso Arinos M. Franco (XCVIII/13), Aguinaldo B. Fragoso (XCVII/76), Alarico Silveira Júnior (CCLV/55), Alberto R. Lopes (CLII/47), Alberto V. Costa e Silva (CCXLIX/52), Alcides da C. Guimarães (CXX/66), Aluysio G. R. Bittencourt (XXXII/72), Álvaro B. do Valle (CCLXXI/140), André T. de Mesquita (CLXXXII/88), Angel Centeno (LVII/66), Antônio C. da Câmara Canto (XLV/53), Antônio Carlos Magalhães (CLX/23), Antônio C. Lago (CXXXVIII e CXXXVIIIA/231), Antônio Delfim Netto (LXXVI/73), Antônio M. Vianna (CCLXXVIII/300), Antônio Oviedo (CCVIII/22), Arlindo C. Guanabara (CXV/66), Armando S. Mascarenhas (CLXX/54), Armando S. Frazão (C/123), Arminda Villa-Lobos (CCLXXXIII/13), Armindo B. M. Cadaxa (XLI/52), Arnaldo Vasconcellos (CCLXXIII/56), Arnaldo Vieira de Mello (CLXXIV/92), Beata Vettori (CCLXXVI/195), Bernardette Azeredo da S. Pinheiro (CCXIX/118), Bernardino C. de A. Albuquerque Filho (II/45), Branca Rondon (CCXL/20), Carlos A. Fontoura (XCIV/74), Carlos A. Souza Filho (CCLIX/62), Carlos Calero Rodriguez (CCXXXIXA/77), Carlos Drumond de Andrade (IX/25), Carlos H. Paulino Prates (CCXXV/53), Carlos J. de Barros (XXIV/117), Carlos Lacerda (CXXXVII/4), Carlos S. de Ouro-Preto (CCVII/71), Celina M. A. do Valle Pereira (CCXV/42), Décio H. de Moura (CXCIII/91), Dinah Paranhos (CCXI/48), Donatello Grieco (CXIV/79), Dora de A. Vasconcellos (CCLXXIII/111), Edmundo P. Barbosa da Silva (CCL/56), Eduardo Hosannah (CXXVIII e CXXVIIIA/256), Egberto da S. Mafra (CLIX/75), Ernesto Geisel (CVI/54), Espedito de F. Resende (CCXXIX e CCXXX/353), Família Klabin (CXXXV/86), Fanor Cumplido Junior (LXXIII/96), Fernando P. S. de Magalhães (CLX/65), Fernando R. de Alencar (II/71), Fernando Thedium (CCLXIV/85), Filinto Müller (CXCV/19), Francisco Negrão de Lima (CXLVI/41), Frank de M. Moscoso (CXCI/93), George A. Maciel (CLVIII/159), Geraldo de Carvalho Silos (CCXLVIII/85), Gilberto Amado (VIII/49), Glauber Rocha (CCXXXVIII/1), Gustavo Capanema (XLVI/18), Guy M. de Castro Brandão (XXXVI/140), Henrique de Souza Gomes (CIX/62), Henrique R. Valle (CCLXXII/62), Hugo G. de O. Gondim (CXI/77), Humberto Bastos (XXVII/45), Ilmar P. Marinho (CLXV/58), Ítalo Zappa (CCLXXXVIII/47), Jânio Quadros (CCXXVI/1), João A. de Araújo Castro (LIV/111), João A. Medicis (CLXXIII/74), João B. de O. Figueiredo (XC/42), João B. Pinheiro (CCXX/131), João Cabral de Mello Neto (CLXXVI/101), João C. Penna (CCXIII/19), João Carlos de A. Azevedo (XV/33), João Carlos P Fragoso (XCVII/53), João C. Baena Soares (CCLVII/73), João dÁvila (XIV/1), João E. Ribeiro (CCXXXII/84), João G. Lampréia (CXXXIX/41), João H. Pereira de Araújo (XII/163), João Mansur (CLXIV/2), Joaquim de A. Serra (CCXLVII/33), Jorge Amado (VIII/19), Jorge C. Ribeiro (CCXXXIII/276), Jorge C. e Silva (CCLII/223), Jorge de Oliveira Maia (CLXII/42), Jorge Luís Borges (XXXIII/2), José Augusto Macedo Soares (CCLVII/75), José J. de Moraes (CLXXXVIII/42), José Murillo de Carvalho (LI/11), José O. M. Penna (CCXIII/50), José Sarney (CCXLVI/11), José Sette Câmara (XLIII/91), Juan Domingo Peron (CCXVII/1), Juracy Magalhães (CLXI/203), Lauro Escorel de Moraes (CLXXXIX/196), Leopoldo Collor Jobim (CXXXII/13), Lina C. Paranhos (CCXI/29), Lúcia D. Martins (CLXVIII/83), Lucillo Hadock-Lobo (CXXIII/50), Luis C. Mancini (CLXIII/7), Luis C. D''''alamo Lousada (CLIII/134), Luis L. Bastiem Pinto (CCXXII/51), Luiz A. Pereira Souto-Maior (CCLVIII/98), Luiz Felipe Lampréia (CXL/77), Luiz Simões Lopes (CLII/25), Manoel E. Guilhon (CXIX/135), Marcílio Marques Moreira (CXC/4), Marco Maciel (CLIX/17), Marcos C. de Azambuja (XIV/65), Marcos H. Conullo Côrtes (LXVI/96), Marcus V. R. Vilaça (CCLXXXII/96), Maria J. Drumond de Andrade (X/40), Maria O. Fraga (XCVI/79), Mário Borges da Fonseca (XCIII/162), Mário Calábria (XLII/83), Mário Henrique Simonsen (CCLVI/1), Maury G. Valente (CCLXIX/100), Mellilo M. de Mello (CLXXVIII/206), Mem de Sá (CCXLII/38), Miguel P. do Rio-Branco (CCXXXVII/91), Olímpio Mourão Filho (CXCIV/1), Paulo A. Cotrim Rodrigues-Pereira (CCXXXIX/111), Paulo Cabral de Mello (CLXXIX/56), Paulo L. de Moura (CXCIV/81), Paulo Nogueira Baptista (XVII/39), Paulo Paranaguá (CCX/32), Paulo R. Barthel-Rosa (XXVI/50), Paulo S. Maluf (CLXIII/19), Paulo T. Flecha de Lima (CXLVIII/208), Pedro M. Soares Martinez (CLXVII/9), Ramiro R. Saraiva Guerreiro (CXVII/114), Raul Bopp (XXXIII/65), Raul F. Leite Ribeiro (CCXXXV/61), Raul Vincenzi (CCLXXXIV/194), René Haguenauer (CXXIV/72), Roberto Barthel-Rosa (XXVI/74), Roberto de O. Campos (XLV/56), Roberto Marinho (CLXV/30), Ronaldo Costa (LXIX/111), Rubens Ricúpero (CCXXXVI/59), Sarah Kubitschek (CXXXVI/5), Sérgio Corrêa da Costa (LXIXA/208), Sérgio de Queiroz Duarte (LXXXI e LXXXII/248), Sérgio M. Thompson Flores (XCI/52), Sérgio Seabra de Noronha (CCII/57), Shigeaki Ueki (CCLXVII/6), Tancredo Neves (CXCIX/4), Ulysses Guimarães (CXXII/3), Vasco Mariz (CLXVI/77), Walder L. Sarmanho (CCXLV/41), Wladimir do A. Murtinho (CXCV/53)";AAS cor Correspondência;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/correspondencia-entre-azeredo-da-silveira-e-amigos-parentes-politicos-nacionais-e-estrangeiros-embaixadores-funcionarios-do-itamaraty-empresarios-
"Documentos referentes aos despachos de Azeredo da Silveira como ministro das Relações Exteriores com o presidente da República Ernesto Geisel. O dossiê é composto por documentos do tipo ""Informações ao Senhor Presidente da República"" abordando diversos asuntos, tais como: questões econômicas internas e externas, conflitos, conversações e acordos políticos entre vários países, política nuclear, questões administrativas, viagens do presidente Geisel e de Azeredo da Silveira, assim como de outros chanceleres e presidentes ao Brasil.";AAS mre d 1974.03.26;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-aos-despachos-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-com-o-presidente-da-republica-ernesto-geisel-o-do
"Documentos do tipo ""Lembretes"" utilizados nos despachos do ministro das Relações Exteriores, Azeredo da Silveira, com o presidente Ernesto Geisel, abordando diversos assuntos, entre os quais: questões econômicas internas e externas, conflitos, conversações e acordos políticos entre vários países, política nuclear, questões administrativas do Ministério, viagens do presidente Geisel e do titular à vários países, assim como visitas de outros chanceleres e presidentes, ao Brasil, entre outros.";AAS mre d 1974.04.23;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-do-tipo-lembretes-utilizados-nos-despachos-do-ministro-das-relacoes-exteriores-azeredo-da-silveira-com-o-presidente-ernesto-geisel-abor
"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores nas viagens do presidente Ernesto Geisel à França, em abril de 1976, e à Inglaterra, em maio de 1976. O dossiê é constituído por correspondência, relatórios e estudos que tratam dos preparativos para as viagens, tais como discursos, agendas e programas, e dos subsídios para as conversações com as autoridades francesas e inglesas, abordando questões de interesses bilaterais, além de perfis das autoridades desses países. Destacam-se os documentos sobre a participação francesa na construção da Usina de Tucuruí e sobre a repercussão política, na Inglaterra, da visita do presidente brasileiro, alvo de críticas ao regime militar vigente no Brasil, além dos livros intitulados ""Viagem do Presidente Geisel à França. Registro Histórico e Repercussões"" e ""Viagem do Presidente Geisel à Inglaterra. Registro Histórico e Repercussões"".";AAS mre vp 1975.09.03;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-viagens-do-presidente-ernesto-geisel-a-franca-em-
"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, na viagem do presidente Ernesto Geisel ao Japão, em setembro de 1976. O dossiê é constituído por correspondência, estudos e relatórios, entre outros, tratando dos preparativos para a visita, tais como discursos, presentes, recepções e informações para a imprensa. Inclui também documentos sobre as negociações relativas à cooperação tecnológica, industrial, e no setor agrícola. Destaca-se o livro ""Viagem do Presidente Geisel ao Japão. Registro Histórico e Repercussões"".";AAS mre vp 1976.03.30;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-na-viagem-do-presidente-ernesto-geisel-ao-japao-em-se
"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores na viagem do presidente Ernesto Geisel ao México e ao Uruguai. O dossiê é constituído por correspondência e estudos, tratando dos preparativos para a visita, tais como roteiros, projetos de discursos e programas, entre outros. Destacam-se o livro ""Viagem do Presidente Geisel ao Uruguai. Registro Histórico e Repercussões"" e os documentos tratando das negociações com o México para estabelecimento do Convênio de Amizade, Comércio e Cooperação, além de acordos de cooperação industrial, rádio amadorismo, cuja viabilidade estava sendo analisada. Consta ainda do dossiê, informações sobre as manifestações de grupos mexicanos contrários à visita presidencial.";AAS mre vp 1977.10.31;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-na-viagem-do-presidente-ernesto-geisel-ao-mexico-e-ao
"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores na viagem do presidente Ernesto Geisel à Alemanha. O dossiê é constituído, sobretudo, por correspondência, abordando as seguintes questões: providências preliminares de organização da comitiva de viagem, recepções e discursos; informações sobre o projeto de acordo de transferência de tecnologia para o desenvolvimento da vacina contra a doença de chagas, do Instituto Behring para a Fundação Oswaldo Cruz; visita do presidente Geisel ao Centro de Pesquisa de Karlsuhe (KFK), Acordo Nuclear Brasil-Alemanha e sua repercussão nos Estados Unidos e na própria Alemanha, e artigos de jornais argentinos e alemães sobre a viagem.";AAS mre vp 1978.01.12;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-na-viagem-do-presidente-ernesto-geisel-a-alemanha-o-d
