SG_FUN;CD_CLASSIFICACAO_MAN;DS_SER;DS_SSE;DS_RESUMO_MAN;DS_NOTAS_MAN;DS_PERIODO_PRODUCAO_MAN;AnoProducaoDe;AnoProducaoAte;NR_DOCUMENTOS_TIPO_MAN;DESCRITORES
AAS;1977.01.27;Ministro das Relações Exteriores;Brasil-EUA;Documentos referentes à visita do secretário de estado norte-americano Cyrus Vance à Brasília, em novembro de 1977, durante o período de atuação de Azeredo da Silveira na pasta das Relações Exteriores. Inclui correspondência entre o titular e Cyrus Vance, que estrapolam o período da visita e que tratam de diversas questões no âmbito das relações do Brasil com os Estados Unidos, além de outros papéis que se caracterizam como subsídios para as conversações entre Azeredo da Silveira e Cyrus Vance, tratando das relações comerciais e políticas entre Brasil e Estados Unidos, assim como da política externa brasileira e norte-americana.;A documentação veio previamente organizada, razão pela qual decidiu-se respeitar a ordenação original em detrimento da ordem cronológica.;27.01.1977 a 00.00.1978;1977;1978;338;"Cooperação internacional; Estados Unidos da América; Viagens e visitas; Organização das Nações Unidas; Organização dos Estados Americanos; Política externa; Política nuclear; Relações econômicas internacionais; Relações internacionais; "
AAS;1977.04.29;Ministro das Relações Exteriores;Brasil-EUA;"Documentos referentes à visita do secretário assistente para Assuntos Interamericanos norte-americano, Terence Todmam ao Brasil, em maio de 1977, durante a atuação de Azeredo da Silveira como ministro das Relações Exteriores. O dossiê é constituído de textos que se caracterizam como subsídios para as conversações do secretário durante a sua estada no Brasil, subdivididos em quatro itens: a ""nova"" política exterior dos Estados Unidos; relações bilaterais entre Brasil e Estados Unidos, com ênfase no intercâmbio comercial, relações econômicas e cooperação científica e tecnológica; assuntos americanos com ênfase nas relações bilaterais dos Estados Unidos com diversos países da América Latina; e assuntos mundiais com ênfase em questões comerciais e direitos humanos. Há ainda um quinto item de anexos sobre direito do mar, política nuclear e direitos humanos.";Esta documentação veio previamente organizada, razão pela qual decidiu-se respeitar a ordenação original em detrimento da ordem cronológica.;11.02.1977 a 12.05.1977;1977;1977;197;"Acordo Militar Brasil - EUA (1952); América Latina; Comércio exterior; Direitos humanos; Estados Unidos da América; Viagens e visitas; Política nuclear; Relações econômicas internacionais; Relações interamericanas; Relações internacionais; "
AAS;1977.06.01;Ministro das Relações Exteriores;Brasil-EUA;Documentos referentes à visita da sra. Carter ao Brasil em julho de 1977, durante o período de atuação de Azeredo da Silveira como ministro das Relações Exteriores. O dossiê é constituído por documentos que compõem a agenda de assuntos tratados durante a visita, incluindo política externa norte-americana, cooperação mlitar Brasil-EUA, direitos humanos e desarmamento, relações econômicas, comerciais, culturais, científicas e tecnológicas, e política nuclear. Há ainda documentos sobre as relações dos EUA com diversos países da América, Europa Ocidental e Oriental, Oceania, África e Oriente Próximo.;Essa documentação estava previamente organizada de acordo com os ítens da agenda da visita, razão pela qual decidiu-se respeitar a ordenação original em detrimento da ordem cronológica.;01.06.1977 a 14.10.1977;1977;1977;288;"Desarmamento; Direitos humanos; Estados Unidos da América; Viagens e visitas; Política externa; Política nuclear; Relações internacionais; "
AAS;1974.03.26;Ministro das Relações Exteriores;Despachos com o presidente Geisel;"Documentos referentes aos despachos de Azeredo da Silveira como ministro das Relações Exteriores com o presidente da República Ernesto Geisel. O dossiê é composto por documentos do tipo ""Informações ao Senhor Presidente da República"" abordando diversos asuntos, tais como: questões econômicas internas e externas, conflitos, conversações e acordos políticos entre vários países, política nuclear, questões administrativas, viagens do presidente Geisel e de Azeredo da Silveira, assim como de outros chanceleres e presidentes ao Brasil.";A documentação chegou previamente organizada, razão pela qual foi mantida a ordenação original em detrimento da ordem cronológica.;26/03/1974 a 08/03/1979;1974;1979;14347;"Acordos e tratados internacionais; África; Amazônia; América Latina; Assuntos administrativos; Carreira diplomática; Comércio exterior; Comércio internacional; Comissão Econômica para a América Latina e o Caribe; Conflitos internacionais; Congressos e conferências; Convites; Cooperação científica e tecnológica; Desarmamento; Direitos humanos; Discriminação racial; Estados Unidos da América; Europa; Pedidos e solicitações; Limites e fronteiras; Governo Ernesto Geisel (1974-1979); Imigração; Intercâmbio cultural; Itaipú Binacional; Viagens e visitas; Eventos e comemorações cívicas; Organização das Nações Unidas; Organização dos Estados Americanos; Oriente Médio; Petróleo; Política nuclear; Recursos naturais; Relações econômicas internacionais; Relações internacionais; Ásia; Bacia do Prata; "
AAS;1974.04.23;Ministro das Relações Exteriores;Despachos com o presidente Geisel;"Documentos do tipo ""Lembretes"" utilizados nos despachos do ministro das Relações Exteriores, Azeredo da Silveira, com o presidente Ernesto Geisel, abordando diversos assuntos, entre os quais: questões econômicas internas e externas, conflitos, conversações e acordos políticos entre vários países, política nuclear, questões administrativas do Ministério, viagens do presidente Geisel e do titular à vários países, assim como visitas de outros chanceleres e presidentes, ao Brasil, entre outros.";A documentação chegou previamente organizada ao CPDOC, razão pela qual decidiu-se respeitar a ordenação original em detrimento da ordem cronológica.;23.04.1974 a 08.03.1979;1974;1979;5642;"Acordos e tratados internacionais; África; Amazônia; América Latina; Assuntos administrativos; Carreira diplomática; Comércio exterior; Comércio internacional; Comissão Econômica para a América Latina e o Caribe; Conflitos internacionais; Congressos e conferências; Convites; Cooperação científica e tecnológica; Desarmamento; Direitos humanos; Discriminação racial; Estados Unidos da América; Europa; Pedidos e solicitações; Limites e fronteiras; Governo Ernesto Geisel (1974-1979); Imigração; Intercâmbio cultural; Itaipú Binacional; Viagens e visitas; Eventos e comemorações cívicas; Organização das Nações Unidas; Organização dos Estados Americanos; Oriente Médio; Petróleo; Política nuclear; Recursos naturais; Relações econômicas internacionais; Relações internacionais; Ásia; Bacia do Prata; "
AAS;1974.03.12;Ministro das Relações Exteriores;ONU;Documentos referentes à participação de Azeredo da Silveira na XXIXª Assembléia Geral das Nações Unidas. O dossiê é constituído por correspondência e relatórios, que tratam dos temas discutidos nesta assembléia, com ênfase na questão da nova ordem mundial e da situação energética. Destaca-se os documentos sobre os conflitos no Oriente Médio e sobre inclusão da questão palestina no temário da assembléia. O dossiê inclui ainda dois encadernados de telegramas recebidos e expedidos por Azeredo da Silveira durante sua permanência na Assembléia, que tratam de assuntos administrativos, felicitações pelo aniversário do titular, entre outros. Há também outros encadernados em que constam o relatório da Delegação do Brasil à XXIXª Assembléia Geral da ONU, os anexos ao relatório com todas as resoluções da Assembléia, e os discursos proferidos por diversas autoridades durante o evento.;Das 6 pastas, 5 dizem respeito a documentos encadernados que, devido a sua espessura não pode ser guardados dentro das pastas, razão pela qual encontram-se localizados, fisicamente, no final do arquivo. Há dois documentos anexos ao dossiê: um relatório dos trabalhos da Segunda Comissão da Delegação do Brasil à XXVª Assembléia Geral da ONU e o relatório da delegação brasileira à XXVIIIª Assembléia Geral da ONU. ;12.03.1974 a 04.03.1979;1974;1979;5208;"Assuntos administrativos; Conflitos internacionais; Energia; Felicitações e congratulações; Organização das Nações Unidas; Oriente Médio; Palestina; "
AAS;1975.01.23;Ministro das Relações Exteriores;ONU;"Documentos relativos à participação de Azeredo da Silveira na XXXª Assembléia Geral das Nações Unidas e na VIIª Sesão Especial da Assembléia Geral, ocorridas em setembro de 1975. O dossiê é constituído por discursos, telegramas e relatórios, tratando dos assuntos discutidos nesta assembléia, destacando-se a questão do sionismo no Oriente Médio e da votação do projeto de resolução ""Eliminação de todas as formas de discriminação racial"". Há também documentos sobre as relações econômicas entre países desenvolvidos e países em desenvolvimento, com ênfase na questão comercial, tema discutido na VIIª Sessão Especial. O dossiê inclui ainda um encadernado com telegramas recebidos e expedidos por Azeredo da Silveira durante sua permanência na Assembléia, e dois encadernados em que constam o relatório da delegação à XXXª Assembléia Geral e discursos proferidos pelo titular e outras autoridades nesta assembléia.";Das 4 pastas, 3 dizem respeito a documentos encadernados. Entretanto, devido a sua espessura, não foi possível colocar esses encadernados dentro das pastas, razão pela qual encontram-se fisicamente localizados no final do arquivo.;23.01.1975 a 11.12.1975;1975;1975;1000;"Acordos e tratados comerciais; Assuntos administrativos; Congressos e conferências; Discriminação racial; Organização das Nações Unidas; Relações econômicas internacionais; Sionismo; "
AAS;1975.02.18;Ministro das Relações Exteriores;ONU;"Documentos referentes à conferências, reuniões e programas de diversos organismos da Organização das Nações Unidas (ONU), durante a gestão de Azeredo da Silveira no Ministério das Relações Exteriores. O dossiê é constituído por correspondência tratando da participação do Brasil em programas da UNESCO; das reuniões do Programa das Nações Unidas para o Meio Ambiente (UNEP), incluindo a questão da poluição e monitoramento oceânico e dos recursos naturais compartilhados; da participação brasileira na IIIª Conferência sobre Direito do mar de 1975 e 1977; e da indicação de Brasília para sede da VIIª reunião do Plenário da Associação Regional III da América do Sul da Organização Metereológica Mundial (OMM). O dossiê inclui ainda relatório da delegação brasileira à Conferência da ONU sobre Asilo Territorial em 1977, além de documentação sobre o Cconselho de Segurança da ONU e sobre a Conferência Mundial de Desarmamento em 1975.";NULL;18.02.1975 a 12.02.1979;1975;1979;109;"Congressos e conferências; Desarmamento; Meio ambiente; Metrologia; Organização das Nações Unidas; Recursos marítimos; Recursos naturais; UNESCO; Conselho de Segurança da ONU; "
AAS;1976.08.25;Ministro das Relações Exteriores;ONU;Documentos referentes à participação de Azeredo da Silveira na XXXIª Assembléia Geral das Nações Unidas, ocorrida em setembro de 1976. O dossiê é constiuído por correspondência sobre as eleições ao cargo de secretário geral da ONU para 1977, sobre avaliações posteriores dos resultados da Assembléia e sobre as diretrizes da delegação brasileira para a Assembléia, destacando-se o relatório sobre as diretrizes. Há também discursos proferidos por Azeredo da Silveira na Assembléia e um encadernado com telegramas recebidos e expedidos pelo titular durante sua permanência na assembléia, tratando de assuntos tais como relações internacionais, relações diplomáticas, assuntos administrativos, entre outros.;Das 2 pastas,uma diz respeito a documentos encadernados que, devido a sua espessura, não pode ser guardado dentro da pasta, encontrando-se fisicamente localizado no final do arquivo.;25.08.1976 a 07.12.1976;1976;1976;592;"Assuntos administrativos; Congressos e conferências; Eleições; Organização das Nações Unidas; Política externa; Relações econômicas internacionais; Relações internacionais; "
AAS;1977.03.04;Ministro das Relações Exteriores;ONU;Documentos referentes à participação de Azeredo da Silveira na XXXIIª Assembléia Geral das Organizações das Nações Unidas, no período em que esteve a frente do Ministério das Relções Exteriores. O dossiê é constituído por correspondência, que trata da questão dos direitos humanos, da política norte-americana, da conferência sobre açúcar e da conferência sobre direito internacional. Há também discursos proferidos pelo titular e pelo presidente dos Estados unidos, Jimmy Carter, na Assembléia. O dossiê inclui ainda, um encadernado com telegramas recebidos e expedidos durante sua permanência na Assembléia, tratando de diversos assuntos no âmbito da política internacional.;Das 2 pastas, uma diz respeito a documentos encaderndos que, devido a sua espessura, não pode ser guardado dentro da pasta encontrando-se, fisicamente, localizado no final do arquivo.;04.03.1977 a 21.10.1977;1977;1977;532;"Açúcar; Congressos e conferências; Direito internacional; Direitos humanos; Organização das Nações Unidas; Relações internacionais; "
AAS;1978.05.11;Ministro das Relações Exteriores;ONU;Documentos referentes à participação de Azeredo da Silveira na XXXIIIª Assembléia Geral da Organização das Nações Unidas, no período em que atuou como ministro das Relações Exteriores. O dossiê é constituído por correspondência tratando, principalmente, da sessão especial da Assembléia dedicada à questão do desarmamento nuclear, incluindo a posição do Brasil em relação ao projeto do Iraque. Há também jornais e informativos oficiais da ONU em que constam algumas resoluções desta Assembléia. O dossiê inclui ainda discurso de Azeredo da Silveira na abertura da Assembléia e dois encadernados com telegramas recebidos e expedidos pelo titular durante sua permanência na Assembléia, tratando de assuntos, tais como questões administrativas, relações internacionais, entre outros.; Das 3 pastas do dossiê, 2 dizem respeito a encadernados contendo documentos. Entretanto, devido a sua espessura, não foi possível colocar os encadernados dentro das pastas, razão pela qual, encontram-se fisicamente localizados no final do arquivo.;11.05.1978 a 17.11.1978;1978;1978;827;"Congressos e conferências; Desarmamento; Organização das Nações Unidas; Política externa; Relações internacionais; "
AAS;1978.11.01;Ministro das Relações Exteriores;ONU;Documentos referentes à escolha do Brasil para ser membro permanente do Conselho de Administração da Organização Internacional do Trabalho (OIT), da Organização das Nações Unidas -ONU, durante a gestão de Azeredo da Silveira no Ministério das Relações Exteriores. O dossiê é constituído por correspondência tratando da indicação e escolha do Brasil, reação do governo brasileiro e posicionamento de diversos países em relação à escolha.;NULL;01.11.1978 a 17.11.1978;1978;1978;40;"Brasil; Organização das Nações Unidas; Organização Internacional do Trabalho; "
AAS;1974.08.15;Ministro das Relações Exteriores;Política nuclear;"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, na assinatura e implementação do Acordo de Cooperação Nuclear Brasil-Alemanha, em 1975. O dossiê é constituído, basicamente, de correspondência abordando as seguintes questões: negociações no âmbito da política nuclear para a assinatura do Acordo, em junho de 1975; Acordo Trilateral de Salvaguardas entre Alemanha, Brasil e Agência Internacional de Energia Atômica (AIEA), exigido como complemento ao Acordo Brasil-Alemanha; possível suspensão da implementação do Acordo, em 1977, por parte da Alemanha, em decorrência de pressão dos Estados Unidos, que acusava o Brasil de não ter assinado o Tratado de Não Proliferação - TNP. Inclui ainda documentos sobre conversações entre Brasil-EUA, Brasil-Alemanha-EUA, e Alemanha-EUA, a respeito da questão da não proliferação de armas nucleares.";NULL;15.08.1974 a 06.02.1979;1974;1979;657;"Acordo Nuclear Brasil - Alemanha (1975); Acordos e tratados nucleares; Alemanha; Estados Unidos da América; Política nuclear; Relações internacionais; "
AAS;1974.09.11;Ministro das Relações Exteriores;Política nuclear;Documentos referentes à política nuclear de diversos países, entre os quais França, Canadá, Argélia, Chile, México, Índia, Paraguai e Argentina, e sobre as relações do Brasil com esses países, no período de atuação de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é constituída por correspondência tratando, principalmente, da exploração de jazidas de urânio e da exportação desse produto e de material nuclear relacionada à questão da não proliferação de armas nucleares. ;NULL;11.09.1974 a 21.02.1979;1974;1979;83;"Acordos e tratados nucleares; Argentina; Canadá; Chile; França; India; México; Paraguai; Política nuclear; Relações internacionais; Urânio; Argélia; "
AAS;1975.00.00;Ministro das Relações Exteriores;Política nuclear;Documentos produzidos no período de atuação de Azeredo da Silveira, como ministro das Relações Exteriores, referentes à Agência de Proscrição de Armas Nucleares da América Latina (OPANAL), criada em 1969, em decorrência do Tratado de Tlatelolco, em 1967. Trata-se de correspondência abordando a questão da não-proliferação nuclear militar na América Latina, a participação do Brasil na OPANAL, e a estrutura e regulamento desta agência, entre outras questões.;NULL;00.00.1975 a 05.02.1979;1975;1979;34;"Acordos e tratados nucleares; América Latina; Desarmamento; Política nuclear; "
AAS;1975.04.25;Ministro das Relações Exteriores;Política nuclear;Documentos referentes ao Programa Nuclear Brasileiro, durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores, tratando de diversos aspectos da política nuclear tais como o Acordo de Cooperação Nuclear Brasil - Alemanha (1975) e a questão das salvaguardas internacionais, entre outros. Merece destaque o relatório publicado oficialmente, explicando a necessidade da opção nuclear como solução para o problema energético brasileiro, explicitando os propósitos pacíficos do Programa Nuclear e esclarecendo a posição brasileira frente ao problema da proliferação de armas nucleares.;NULL;25.04.1975 a 30.05.1977;1975;1977;260;"Acordo Nuclear Brasil - Alemanha (1975); Acordos e tratados nucleares; Desarmamento; Política nuclear; Programa Nuclear Brasileiro; "
AAS;1975.09.25;Ministro das Relações Exteriores;Política nuclear;"Documentos referentes à cooperação entre Brasil e Estados Unidos no âmbito da política nuclear, durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores. O dossiê é constituído por correspondência tratando do fornecimento de serviços de enriquecimento de urânio americano ao Brasil e da questão da não proliferação de armamentos nucleares, com destaque para o documento sobre o ""International Fuel Cycle Evaluation Program (INFCEP), um programa para evitar a proliferação do uso de tecnologia nuclear. Inclui ainda informações sobre a visita ao Brasil do embaixador Gerard Smith, representante especial do presidente Carter para assuntos de não proliferação.";NULL;25.09.2975 a 13.06.1978;1975;1978;172;"Acordos e tratados nucleares; Brasil; Desarmamento; Estados Unidos da América; Política nuclear; Urânio; "
AAS;1976.12.28;Ministro das Relações Exteriores;Política nuclear;Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas negociações do Brasil com a empresa URENCO (Holanda, Inglaterra e Alemanha) de comercialização de urânio enriquecido. O dossiê é constiuído por correspondência, tratando principalmente do fornecimento de urânio enriquecido ao Brasil, através do acordo URENCO-Nuclebrás. Inclui negociações políticas entre os países membros da URENCO, assim como as posições de cada país, inclusive do Brasil, para a aprovação do acordo de fornecimento. Há ainda documentos sobre a questão das medidas de segurança para garantir a não proliferação de armas nucleares, pois o fato do Brasil não ter assinado o Tratado de Não Proliferação (TNP) apresenta-se como obstáculo ao referido acordo.;NULL;28.12.1976 a 00.00.1978;1976;1978;186;"Acordos e tratados nucleares; Alemanha; Empresas Nucleares Brasileiras S.A.; Holanda; Inglaterra; Política nuclear; Relações internacionais; Urânio; Urenco; "
AAS;1974.02.06;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referente à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas relações bilaterais entre o Brasil e diversos países da Ásia, entre os quais China, Tailândia, Indonésia, Coréia, Índia, Kwait, Irã e Arábia Saudita, abordando  questões relativas à diplomacia e ao comércio. Destacam-se um comunicado da embaixada chinesa no Brasil sobre o falecimento do líder do Partido Comunista Chinês, Mao Tse Tung;  documentos sobre a missão comercial brasileira à Pequim, chefiada pelo ministro Shigeaki Ueki, da qual resultaram acordos na área de petróleo, minério de ferro e açúcar; e documento relatando as dificuldades encontradas pela Embaixada do Brasil na Arábia Saudita, relativas ao exercício das atividades diplomáticas. Inclui ainda o comunicado da Organização da Palestina (OLP), ao presidente Ernesto Geisel, elogiando a posição do Brasil na XXX Sessão da Assembléia Geral da ONU, em face das questões do sionismo; negociações com a Líbia para compra de petróleo e troca de correspondência com vários dos referidos países com convites para visitas, agradecimentos e felicitações.";NULL;06.02.1974 a 09.03.1979;1974;1979;534;"Comércio exterior; Cooperação internacional; Viagens e visitas; Petróleo; Política externa; Relações internacionais; Sionismo; Ásia; "
AAS;1974.02.18;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações entre o Brasil e a Bolívia durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores, abordando, entre outras questões, os acertos para a implementação do acordo de Cochabamba, assinado em maio de 1975, sobre o fornecimento de gás natural boliviano ao Brasil e importação de produtos siderúrgicos pelo Brasil; a controvérsia entre o Chile e a Bolívia sobre a reivindicção boliviana de usar a saída para o mar; a eleição de Juan Pereda Asbun para presidente da Bolívia e a visita do embaixador Ostria Trigo à Brasília, para apresentar a nova política do governo boliviano. Inclui ainda mensagens de fim de ano e agradecimentos, assim como informações sobre o comércio entre os dois países.";NULL;18.02.1974 a 00.03.1979;1974;1979;219;"Acordos e tratados internacionais; Bolívia; Brasil; Comércio exterior; Viagens e visitas; Política externa; Recursos naturais; Relações internacionais; "
AAS;1974.03.18;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações entre o Brasil e o Vaticano no período correspondente à gestão de Azeredo da Silveira no Ministério das Relações Exteriores. A documentação é composta, sobretudo, por correspondência entre o Itamaraty e autoridades da Santa-Sé, assim como com a Embaixada brasileira nesse Estado, contendo felicitações para o governo do presidente Ernesto Geisel;  mensagens do Papa para a celebração do dia da paz dos anos de 1976 e 1978; informações sobre a missão ao Brasil da Comissão de Justiça e PAz do Vaticano, em fevereiro de 1977, com vistas à elaborar um relatório sobre direitos humanos no Brasil; dados sobre à participação da Igreja em questões políticas, no Brasil, e apresentação das credenciais do embaixador brasileiro, Espedito Rezende, em julho de 1977. Inclui ainda documentos sobre a libertação do acerbispo Hilarion Capucci, em Tel Aviv, em novembro de 1977, e sobre a sucessão papal.";NULL;18.03.1974 a 13.02.1979;1974;1979;153;"Anticomunismo; Felicitações e congratulações; Política externa; Relações internacionais; Segurança nacional; Igreja e Estado; Agradecimentos; Santa Sé (Vaticano); "
AAS;1974.03.19;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas relações entre o Brasil e diversos países da América do Sul, entre eles Equador, Guiana, Peru, Colômbia e Chile, abordando assuntos relacionados às questões diplomáticas e comerciais. Destacam-se o acordo entre a Empresa Siderurgia Brasileira S/A (SIDERBRÁS) e a Colômbia, sobre compra de carvão e minério de ferro bolivianos e e venda de produtos siderúrgicos brasileiros (1974); as negociações de exportação de material militar brasileiro para o Chile; o encontro dos presidentes brasileiro e peruano, Ernesto Geisel e Francisco Morales, no rio Amazonas, em novembro de 1976,sobre a fronteira dos dois países, no qual foi assinado o Convênio Comercial e outros acordos; e o acordo entre o Brasil e a Colômbia para execução de uma política conjunta de sustentação de preços do café, assinado em Manaus, em novembro de 1977. Inclui ainda felicitações, agradecimentos e informações sobre visitas de autoridades desses países ao Brasil e vice-versa.";NULL;19.03.1974 a 12.02.1979;1974;1979;322;"Acordos e tratados comerciais; Acordos e tratados internacionais; América do Sul; Brasil; Café; Comércio exterior; Felicitações e congratulações; Viagens e visitas; Política externa; Recursos naturais; Relações internacionais; Agradecimentos; "
AAS;1974.03.25;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira como minstro das Relações Exteriores nas relações entre o Brasil e diversos países da América Central, entre os quais, El Salvador, Nicaraguá, Trindad e Tobago, Costa Rica, Panamá, Haiti e México. O dossiê possui informações sobre viagens de autoridades desses países ao Brasil e vice-versa; felicitações e agradecimentos; assuntos diplomátios e comerciais. Destacam-se os documentos relativos ao encontro de Azeredo da Silveira com o secretário da Indústria e Comércio do México, José Campillo Sáinz, em Brasília, em março de 1974, tratando das relações entre os dois países, e à visita do Ministro da Indústria e Comércio, Angelo Calmon de Sá, ao México, em dezembro de 1978. ";NULL;25.03.1974 a 11.12.1978;1974;1978;137;"Acordos e tratados comerciais; Acordos e tratados internacionais; América Central; Brasil; Comércio internacional; Felicitações e congratulações; Viagens e visitas; Relações internacionais; Pêsames e condolências; "
AAS;1974.04.08;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira, como Ministro das Relções Exteriores, nas relações entre o Brasil e o Japão. Tratam do projeto de criação de uma empresa para exploração de bauxita na região amazônica brasileira; das negociações para acordos que evitem a dupla tributação; da cooperação tecnológica e industrial; e da participação japonesa no projeto siderúrgico da usina de Tubarão. Inclui ainda convites, felicitações, agradecimentos e informações sobre visitas de autoridades japonesas ao Brasil e vice-versa.";NULL;08.04.1974 a 23.01.1979;1974;1979;205;"Acordos e tratados internacionais; Brasil; Cooperação científica e tecnológica; Indústria siderúrgica; Viagens e visitas; Japão; Política externa; Recursos naturais; Relações internacionais; Agradecimentos; "
AAS;1974.04.14;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações entre diversos países durante a atuação de Azeredo da SIlveira, como ministro das Relações Exteriores, abordando assuntos relacionados às relações políticas e econômicas internacionais, entre as quais,a participação norte-americana nas negociações do conflito do Oriente Médio;  o atentado à Embaixada cubana, em Lisboa;  e o tratado de Assistência Militar entre o Peru e a União Soviética.";NULL;14.04.1974 a 05.03.1979;1974;1979;108;"Acordos e tratados internacionais; Cooperação militar; Cuba; Oriente Médio; Política externa; Relações internacionais; Política internacional; "
AAS;1974.04.17;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas relações bilaterais entre o Brail e diversos países da Europa, entre os quais Noruega, Bulgária, Países Baixos, Tchecoslováquia, Grécia, Iugoslávia, URSS, Espanha, Itáliae CEE. O dossiê contém informações sobre as viagens de autoridades desses países ao Brasil e vice-versa; convites para solenidades e visitas; agradecimentos por hospedagens e jantares, entre outros.";NULL;17.04.1974 a 12.03.1979;1974;1979;459;"Brasil; Comércio exterior; Convites; Europa; Viagens e visitas; Política externa; Relações internacionais; Agradecimentos; "
AAS;1974.04.20;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações entre o Brasil e a França durante a gestão de Azeredo da Silveira no Ministério das Relações Exteriores, abordando as seguintes questões: prisão do cidadão francês, Serge Michel Sevin, pelo Departamento de Ordem Política e Social do Rio de Janeiro; apresentação de credenciais do embaixador brasileiro na França, Antônio Delfim Neto, em fevereiro de 1975; negociações para instalação de estações de rastreamento, no território brasileiro, para o projeto ARIANE; e contestação, pelo governo francês, da prisão de barcos pesqueiros japoneses por autoridades brasileiras, por considerar que os barcos estavam em águas da Guiana Francesa. Inclui ainda informações sobre: a visita de Azeredo da Silveira à França, em outubro de 1975, para a assinatura do acordo marítimo franco-brasileiro; viagem dos ministros franceses, Jean Sauvagnargues e Raymond Barre, em janeiro de 1976, ao Brasil, ocasião em que foi criada a ""Grande Comissão de Competência Geral"", visando a examinar as relações franco-brasileiras; e visita do presidente Giscard D''Estaing ao Brasil, em outubro de 1978, na qual foi negociada a participação francesa no projeto SUAPE do Complexo industrial-portuário do Recife. Inclui ainda documentos sobre a indenização paga ao governo francês em face da desapropriação do Banco Hipotecário e Agrícola de Minas Gerais; e sobre a participação francesa no consórcio europeu para participação nos projetos hidrelétricos de Tucuruí, Itaparica e Xingó.";NULL;20.04.1974 a 11.02.1979;1974;1979;718;"Acordos e tratados internacionais; Brasil; Cooperação científica e tecnológica; Cooperação econômica; Felicitações e congratulações; França; Viagens e visitas; Política externa; Relações internacionais; Agradecimentos; Hidrelétricas; "
AAS;1974.05.07;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira, como Ministro das Relações Exteriores, nas relações entre o Brasil e o Uruguai tratando das negociações e assinatura do Tratado de Amizade, Cooperação e Comércio e mais dez atos complementares relacionados a temas políticos e econômicos de interesse mútuo, entre os quais o projeto da hidrelétrica de Palmar e do desenvolvimento de Lagoa Mirim, além do protocolo de expansão comercial (1975); da política interna uruguaia; e da visita do chanceler Juan Carlos Blanco e do novo presidente uruguaio Aparício Mendez, ao Brasil, em julho de 1977. Inclui ainda documentos sobre a Comissão Mista brasileiro-uruguaia de pesca  e presservação dos recursos vivos do mar e das águas interiores limítrofes (1976). ";NULL;07.05.1974 a 30.01.1979;1974;1979;326;"Acordos e tratados comerciais; Brasil; Comércio exterior; Cooperação econômica; Cooperação internacional; Uruguai; Viagens e visitas; Política externa; Relações internacionais; Hidrelétricas; "
